Participant_ID,Seq_part,Gender,ExpGroup,HerGroup,Age,AoA_SPA,AoA_ENG,LOR,SelfProf,SelfDom,DELE,FofA_Prod,FofA_Comp,Battery,Item,Seq_Item,Average,MainVerb,Token_Main_Lemma,Token_Main_Pret,Token_Main_Imp,Type_Main,Syntax_Main,SubVerb,Token_Sub,Morpheme,Property,Condition,Condition_Exp,Participant,FofA,FofA_Std,Token_Main_Lemma_Std,Token_Sub_Std,LOR_Std,DELE_Std
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,14,33,1,ordenar,65158,NA,NA,1,Canonical,tratar,590952,Mood,Subjunctive,C,[–F/+F],04,48,1.4078337873926532,-0.9259570690542853,0.627744689399056,-1.8369600398434118,2.0257863067035964
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,9,36,1,necesitar,593469,NA,NA,1,Canonical,prestar,73724,Mood,Subjunctive,B,[+F/–F],04,48,1.4078337873926532,0.1544414141911121,-0.8647320938228309,-1.8369600398434118,2.0257863067035964
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,19,38,1,valorar,113028,NA,NA,1,Canonical,prestar,73724,Mood,Subjunctive,D,[–F/–F],04,48,1.4078337873926532,-0.828062693595593,-0.8647320938228309,-1.8369600398434118,2.0257863067035964
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,5,41,1,necesitar,593469,NA,NA,1,Canonical,tomar,506707,Mood,Subjunctive,A,[+F/+F],04,48,1.4078337873926532,0.1544414141911121,0.38465323533522366,-1.8369600398434118,2.0257863067035964
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,15,43,1,conseguir,129144,NA,NA,0,Canonical,enviar,766523,Mood,Subjunctive,C,[–F/+F],04,48,1.4078337873926532,-0.7951053976922656,1.134360033709592,-1.8369600398434118,2.0257863067035964
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,10,46,1,esperar,1409514,NA,NA,1,Canonical,atar,15876,Mood,Subjunctive,B,[+F/–F],04,48,1.4078337873926532,1.8232572826095066,-1.03165421898972,-1.8369600398434118,2.0257863067035964
SBC04,5,Female,Comparison,NA,30,0,10,2,40,10,50,25,23,A,20,48,1,ordenar,65158,NA,NA,1,Canonical,bailar,29935,Mood,Subjunctive,D,[–F/–F],04,48,1.4078337873926532,-0.9259570690542853,-0.9910865561885636,-1.8369600398434118,2.0257863067035964
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,20,3,1,ordenar,65158,NA,NA,1,Canonical,bailar,29935,Mood,Subjunctive,D,[–F/–F],05,32,-0.4981565709235539,-0.9259570690542853,-0.9910865561885636,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,10,5,1,esperar,1409514,NA,NA,1,Canonical,atar,15876,Mood,Subjunctive,B,[+F/–F],05,32,-0.4981565709235539,1.8232572826095066,-1.03165421898972,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,15,8,1,conseguir,129144,NA,NA,0,Canonical,enviar,766523,Mood,Subjunctive,C,[–F/+F],05,32,-0.4981565709235539,-0.7951053976922656,1.134360033709592,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,5,10,1,necesitar,593469,NA,NA,1,Canonical,tomar,506707,Mood,Subjunctive,A,[+F/+F],05,32,-0.4981565709235539,0.1544414141911121,0.38465323533522366,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,19,13,1,valorar,113028,NA,NA,1,Canonical,prestar,73724,Mood,Subjunctive,D,[–F/–F],05,32,-0.4981565709235539,-0.828062693595593,-0.8647320938228309,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,9,15,1,necesitar,593469,NA,NA,1,Canonical,prestar,73724,Mood,Subjunctive,B,[+F/–F],05,32,-0.4981565709235539,0.1544414141911121,-0.8647320938228309,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,14,18,1,ordenar,65158,NA,NA,1,Canonical,tratar,590952,Mood,Subjunctive,C,[–F/+F],05,32,-0.4981565709235539,-0.9259570690542853,0.627744689399056,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,4,20,1,querer,1263949,NA,NA,0,Canonical,tratar,590952,Mood,Subjunctive,A,[+F/+F],05,32,-0.4981565709235539,1.5255761720257477,0.627744689399056,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,18,23,1,desear,148807,NA,NA,1,Canonical,robar,28182,Mood,Subjunctive,D,[–F/–F],05,32,-0.4981565709235539,-0.7548944700832356,-0.9961448898460377,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,8,25,1,permitir,935997,NA,NA,0,Canonical,viajar,78141,Mood,Subjunctive,B,[+F/–F],05,32,-0.4981565709235539,0.8549127874335384,-0.8519867089026583,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,13,28,1,valorar,113028,NA,NA,1,Canonical,quedar,947469,Mood,Subjunctive,C,[–F/+F],05,32,-0.4981565709235539,-0.828062693595593,1.6564851004439285,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,3,30,1,permitir,935997,NA,NA,0,Canonical,enviar,766523,Mood,Subjunctive,A,[+F/+F],05,32,-0.4981565709235539,0.8549127874335384,1.134360033709592,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,17,33,1,conseguir,129144,NA,NA,0,Canonical,atar,15876,Mood,Subjunctive,D,[–F/–F],05,32,-0.4981565709235539,-0.7951053976922656,-1.03165421898972,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,7,35,1,pedir,432187,NA,NA,0,Canonical,bailar,29935,Mood,Subjunctive,B,[+F/–F],05,32,-0.4981565709235539,-0.1753810354167594,-0.9910865561885636,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,12,38,1,sugerir,88224,NA,NA,0,Canonical,dejar,696519,Mood,Subjunctive,C,[–F/+F],05,32,-0.4981565709235539,-0.8787869904177656,0.9323614088620102,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,2,40,1,pedir,432187,NA,NA,0,Canonical,quedar,947469,Mood,Subjunctive,A,[+F/+F],05,32,-0.4981565709235539,-0.1753810354167594,1.6564851004439285,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,16,43,1,sugerir,88224,NA,NA,0,Canonical,viajar,78141,Mood,Subjunctive,D,[–F/–F],05,32,-0.4981565709235539,-0.8787869904177656,-0.8519867089026583,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,6,45,1,querer,1263949,NA,NA,0,Canonical,robar,28182,Mood,Subjunctive,B,[+F/–F],05,32,-0.4981565709235539,1.5255761720257477,-0.9961448898460377,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,11,48,1,desear,148807,NA,NA,1,Canonical,tomar,506707,Mood,Subjunctive,C,[–F/+F],05,32,-0.4981565709235539,-0.7548944700832356,0.38465323533522366,1.5614160338669,-1.8162222060101256
SBC05,13,Female,Comparison,NA,41,0,39,39,40,10,45,8,24,B,1,50,1,esperar,1409514,NA,NA,1,Canonical,dejar,696519,Mood,Subjunctive,A,[+F/+F],05,32,-0.4981565709235539,1.8232572826095066,0.9323614088620102,1.5614160338669,-1.8162222060101256
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,20,3,1,ordenar,65158,NA,NA,1,Canonical,bailar,29935,Mood,Subjunctive,D,[–F/–F],06,36,-0.021658981344502126,-0.9259570690542853,-0.9910865561885636,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,10,5,1,esperar,1409514,NA,NA,1,Canonical,atar,15876,Mood,Subjunctive,B,[+F/–F],06,36,-0.021658981344502126,1.8232572826095066,-1.03165421898972,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,15,8,1,conseguir,129144,NA,NA,0,Canonical,enviar,766523,Mood,Subjunctive,C,[–F/+F],06,36,-0.021658981344502126,-0.7951053976922656,1.134360033709592,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,5,10,1,necesitar,593469,NA,NA,1,Canonical,tomar,506707,Mood,Subjunctive,A,[+F/+F],06,36,-0.021658981344502126,0.1544414141911121,0.38465323533522366,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,19,13,1,valorar,113028,NA,NA,1,Canonical,prestar,73724,Mood,Subjunctive,D,[–F/–F],06,36,-0.021658981344502126,-0.828062693595593,-0.8647320938228309,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,9,15,1,necesitar,593469,NA,NA,1,Canonical,prestar,73724,Mood,Subjunctive,B,[+F/–F],06,36,-0.021658981344502126,0.1544414141911121,-0.8647320938228309,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,14,18,0,ordenar,65158,NA,NA,1,Canonical,tratar,590952,Mood,Subjunctive,C,[–F/+F],06,36,-0.021658981344502126,-0.9259570690542853,0.627744689399056,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,4,20,1,querer,1263949,NA,NA,0,Canonical,tratar,590952,Mood,Subjunctive,A,[+F/+F],06,36,-0.021658981344502126,1.5255761720257477,0.627744689399056,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,18,23,1,desear,148807,NA,NA,1,Canonical,robar,28182,Mood,Subjunctive,D,[–F/–F],06,36,-0.021658981344502126,-0.7548944700832356,-0.9961448898460377,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,8,25,1,permitir,935997,NA,NA,0,Canonical,viajar,78141,Mood,Subjunctive,B,[+F/–F],06,36,-0.021658981344502126,0.8549127874335384,-0.8519867089026583,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,13,28,1,valorar,113028,NA,NA,1,Canonical,quedar,947469,Mood,Subjunctive,C,[–F/+F],06,36,-0.021658981344502126,-0.828062693595593,1.6564851004439285,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,3,30,1,permitir,935997,NA,NA,0,Canonical,enviar,766523,Mood,Subjunctive,A,[+F/+F],06,36,-0.021658981344502126,0.8549127874335384,1.134360033709592,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,17,33,1,conseguir,129144,NA,NA,0,Canonical,atar,15876,Mood,Subjunctive,D,[–F/–F],06,36,-0.021658981344502126,-0.7951053976922656,-1.03165421898972,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,7,35,1,pedir,432187,NA,NA,0,Canonical,bailar,29935,Mood,Subjunctive,B,[+F/–F],06,36,-0.021658981344502126,-0.1753810354167594,-0.9910865561885636,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,12,38,1,sugerir,88224,NA,NA,0,Canonical,dejar,696519,Mood,Subjunctive,C,[–F/+F],06,36,-0.021658981344502126,-0.8787869904177656,0.9323614088620102,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,2,40,1,pedir,432187,NA,NA,0,Canonical,quedar,947469,Mood,Subjunctive,A,[+F/+F],06,36,-0.021658981344502126,-0.1753810354167594,1.6564851004439285,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,16,43,1,sugerir,88224,NA,NA,0,Canonical,viajar,78141,Mood,Subjunctive,D,[–F/–F],06,36,-0.021658981344502126,-0.8787869904177656,-0.8519867089026583,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,6,45,1,querer,1263949,NA,NA,0,Canonical,robar,28182,Mood,Subjunctive,B,[+F/–F],06,36,-0.021658981344502126,1.5255761720257477,-0.9961448898460377,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,11,48,1,desear,148807,NA,NA,1,Canonical,tomar,506707,Mood,Subjunctive,C,[–F/+F],06,36,-0.021658981344502126,-0.7548944700832356,0.38465323533522366,-0.9184800199217059,-1.047820503467381
SBC06,15,Female,Comparison,NA,34,0,12,12,40,8,46,18,18,B,1,50,1,esperar,1409514,NA,NA,1,Canonical,dejar,696519,Mood,Subjunctive,A,[+F/+F],06,36,-0.021658981344502126,1.8232572826095066,0.9323614088620102,-0.9184800199217059,-1.047820503467381
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,1,1,1,esperar,1409514,NA,NA,1,Canonical,dejar,696519,Mood,Subjunctive,A,[+F/+F],07,22,-1.6894005448711835,1.8232572826095066,0.9323614088620102,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,11,3,1,desear,148807,NA,NA,1,Canonical,tomar,506707,Mood,Subjunctive,C,[–F/+F],07,22,-1.6894005448711835,-0.7548944700832356,0.38465323533522366,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,6,6,1,querer,1263949,NA,NA,0,Canonical,robar,28182,Mood,Subjunctive,B,[+F/–F],07,22,-1.6894005448711835,1.5255761720257477,-0.9961448898460377,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,16,8,1,sugerir,88224,NA,NA,0,Canonical,viajar,78141,Mood,Subjunctive,D,[–F/–F],07,22,-1.6894005448711835,-0.8787869904177656,-0.8519867089026583,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,2,11,1,pedir,432187,NA,NA,0,Canonical,quedar,947469,Mood,Subjunctive,A,[+F/+F],07,22,-1.6894005448711835,-0.1753810354167594,1.6564851004439285,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,12,13,1,sugerir,88224,NA,NA,0,Canonical,dejar,696519,Mood,Subjunctive,C,[–F/+F],07,22,-1.6894005448711835,-0.8787869904177656,0.9323614088620102,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,7,16,1,pedir,432187,NA,NA,0,Canonical,bailar,29935,Mood,Subjunctive,B,[+F/–F],07,22,-1.6894005448711835,-0.1753810354167594,-0.9910865561885636,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,17,18,1,conseguir,129144,NA,NA,0,Canonical,atar,15876,Mood,Subjunctive,D,[–F/–F],07,22,-1.6894005448711835,-0.7951053976922656,-1.03165421898972,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,3,21,1,permitir,935997,NA,NA,0,Canonical,enviar,766523,Mood,Subjunctive,A,[+F/+F],07,22,-1.6894005448711835,0.8549127874335384,1.134360033709592,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,13,23,1,valorar,113028,NA,NA,1,Canonical,quedar,947469,Mood,Subjunctive,C,[–F/+F],07,22,-1.6894005448711835,-0.828062693595593,1.6564851004439285,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,8,26,1,permitir,935997,NA,NA,0,Canonical,viajar,78141,Mood,Subjunctive,B,[+F/–F],07,22,-1.6894005448711835,0.8549127874335384,-0.8519867089026583,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,18,28,1,desear,148807,NA,NA,1,Canonical,robar,28182,Mood,Subjunctive,D,[–F/–F],07,22,-1.6894005448711835,-0.7548944700832356,-0.9961448898460377,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,4,31,1,querer,1263949,NA,NA,0,Canonical,tratar,590952,Mood,Subjunctive,A,[+F/+F],07,22,-1.6894005448711835,1.5255761720257477,0.627744689399056,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,14,33,1,ordenar,65158,NA,NA,1,Canonical,tratar,590952,Mood,Subjunctive,C,[–F/+F],07,22,-1.6894005448711835,-0.9259570690542853,0.627744689399056,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,9,36,1,necesitar,593469,NA,NA,1,Canonical,prestar,73724,Mood,Subjunctive,B,[+F/–F],07,22,-1.6894005448711835,0.1544414141911121,-0.8647320938228309,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,19,38,1,valorar,113028,NA,NA,1,Canonical,prestar,73724,Mood,Subjunctive,D,[–F/–F],07,22,-1.6894005448711835,-0.828062693595593,-0.8647320938228309,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,5,41,1,necesitar,593469,NA,NA,1,Canonical,tomar,506707,Mood,Subjunctive,A,[+F/+F],07,22,-1.6894005448711835,0.1544414141911121,0.38465323533522366,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,15,43,0,conseguir,129144,NA,NA,0,Canonical,enviar,766523,Mood,Subjunctive,C,[–F/+F],07,22,-1.6894005448711835,-0.7951053976922656,1.134360033709592,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,10,46,1,esperar,1409514,NA,NA,1,Canonical,atar,15876,Mood,Subjunctive,B,[+F/–F],07,22,-1.6894005448711835,1.8232572826095066,-1.03165421898972,-1.2858720278903883,0.4889829016181076
SBC07,12,Female,Comparison,NA,25,0,NA,8,40,6,48,12,10,A,20,48,1,ordenar,65158,NA,NA,1,Canonical,bailar,29935,Mood,Subjunctive,D,[–F/–F],07,22,-1.6894005448711835,-0.9259570690542853,-0.9910865561885636,-1.2858720278903883,0.4889829016181076
SBC08,59,Female,Comparison,NA,45,0,18,18,40,10,47,13,13,A,1,1,1,esperar,1409514,NA,NA,1,Canonical,dejar,696519,Mood,Subjunctive,A,[+F/+F],08,26,-1.2129029552921315,1.8232572826095066,0.9323614088620102,-0.3673920079686824,-0.2794188009246368
SBC08,59,Female,Comparison,NA,45,0,18,18,40,10,47,13,13,A,11,3,1,desear,148807,NA,NA,1,Canonical,tomar,506707,Mood,Subjunctive,C,[–F/+F],08,26,-1.2129029552921315,-0.7548944700832356,0.38465323533522366,-0.3673920079686824,-0.2794188009246368
SBC08,59,Female,Comparison,NA,45,0,18,18,40,10,47,13,13,A,6,6,1,querer,1263949,NA,NA,0,Canonical,robar,28182,Mood,Subjunctive,B,[+F/–F],08,26,-1.2129029552921315,1.5255761720257477,-0.9961448898460377,-0.3673920079686824,-0.2794188009246368
SBC08,59,Female,Comparison,NA,45,0,18,18,40,10,47,13,13,A,16,8,1,sugerir,88224,NA,NA,0,Canonical,viajar,78141,Mood,Subjunctive,D,[–F/–F],08,26,-1.2129029552921315,-0.8787869904177656,-0.8519867089026583,-0.3673920079686824,-0.2794188009246368
SBC08,59,Female,Comparison,NA,45,0,18,18,40,10,47,13,13,A,2,11,1,pedir,432187,NA,NA,0,Canonical,quedar,947469,Mood,Subjunctive,A,[+F/+F],08,26,-1.2129029552921315,-0.1753810354167594,1.6564851004439285,-0.3673920079686824,-0.2794188009246368
SBC08,59,Female,Comparison,NA,45,0,18,18,40,10,47,13,13,A,12,13,1,sugerir,88224,NA,NA,0,Canonical,dejar,696519,Mood,Subjunctive,C,[–F/+F],08,26,-1.2129029552921315,-0.8787869904177656,0.9323614088620102,-0.3673920079686824,-0.2794188009246368
